1;https://productcenter.ru/producers/22334/ooo-palanzh;Российский завод полимерных труб Паланж;Пресс-фитинг угольник Palanzh (Паланж);Пресс-фитинг тройник Palanzh (Паланж);Пресс-фитинг прямой Palanzh (Паланж);Труба из термостойкого полиэтилена Pert;Металлопластиковая труба Pex-al-Pex Palanzh;Труба из сшитого полиэтилена Pex Palanzh;Металлопластиковая труба Pert-al-Pert Palanzh;0;0;0
492;https://productcenter.ru/producers/2916/ooo-isovit;ООО «ИСОВИТ»;Архитектурные решетки;ГИПСОВАЯ 3D ПАНЕЛЬ 004 ОРДОС;ГИПСОВАЯ 3D ПАНЕЛЬ 003 СОТЫ;ГИПСОВАЯ 3D ПАНЕЛЬ 002 ЗВЕЗДА;ГИПСОВАЯ 3D ПАНЕЛЬ 001 ВОЛНА;0;0;0;0;0
493;https://productcenter.ru/producers/1267/ooo-uralskii-zavod-izoliatsii-giermies;"ООО ""Уральский завод изоляции ""Гермес""";Прошивной стеклохолст теплоизоляционный;Рулонный стеклопластик (РСТ);Дорнит — геотекстильное полотно;Цилиндры теплоизоляционные минераловатные;Скорлупа ППУ «Гермесизол» — теплоизоляция из жесткого пенополиуретана;0;0;0;0;0
494;https://productcenter.ru/producers/1258/ooo-nikart;ООО Завод «Краски Нипол»;Грунт-Эмаль по ржавчине;Олифа «оксоль»;Краска для стен и потолков «ETALON -Lux»;Грунтовка ГФ-021 ускоренной сушки;Холодный пластик для разметки дорог;0;0;0;0;0
495;https://productcenter.ru/producers/965/pk-effiekt;ПК «Эффект»;Тележки для склада;Тележки садовые;0;0;0;0;0;0;0;0
496;https://productcenter.ru/producers/30776/ooo-avs-prom;ООО АВС-пром, г.Миасс;Плита для навесного оборудования;Поворотный отвал;Пескоразбрасыватель;Скоростной отвал;Навесное оборудование;0;0;0;0;0
497;https://productcenter.ru/producers/958/kupi-turnik;Купи Турник;Турник настенный 3 в 1;Мешок боксерский 100 см, Ф30 см/КОЖА;Шведская стенка PRO с турник-брусьями PRO и доской для пресса ДП;Турники в ассортименте;0;0;0;0;0;0
498;https://productcenter.ru/producers/29972/molniia;Часовой завод «Молния», г.Челябинск;Танк;Коллекция часов «Hyron»;Хамелеон;Tribute 1984 3.0;АЧС-1 5.0;0;0;0;0;0
499;https://productcenter.ru/producers/7645/chieliabinskii-zavod-tiekhnologichieskogo-oborudovaniia;Челябинский завод технологического оборудования;Крюковые подвески для крана;Барабаны грузовые крановые;Грузовые крановые крюки;0;0;0;0;0;0;0
500;https://productcenter.ru/producers/2376/dskteremok;DSKTEREMOK, г.Челябинск;МИНИ-Р;Юнга с «Навеской»;Теремок «Металл» — Синий;Малыш «Барби»;Теремок «Радуга»;0;0;0;0;0
501;https://productcenter.ru/producers/15978/ooo-kopieiskii-zavod-izoliatsii-trub;«Копейский завод изоляции труб»;Гнутые отводы из изолированных труб;Гнутые отводы из неизолированных труб;Двухслойное покрытие труб;0;0;0;0;0;0;0
502;https://productcenter.ru/producers/14257/ooo-tpk-uralriegiontara;Производственная компания «Уралрегионтара»;Мягкие контейнеры биг-беги;Европоддоны из дерева;Бочки из металла;0;0;0;0;0;0;0
503;https://productcenter.ru/producers/13739/zlatnieftieprom;Златнефтепром;Фланцы;Переводники НКТ ( бурильные);Катушка переходная и фланцы;Клапаны обратные КОШЗ, КОБТ;Кран шаровой КШ, КШЗ, КШН, КШТ, КШЦ.;0;0;0;0;0
504;https://productcenter.ru/producers/13632/ooo-ural-pienta-promyshliennaia-khimiia;Производитель промышленной химии «Урал-Пента»;Толуол каменноугольный по ГОСТ 9880;Сольвент каменноугольный по ГОСТ 1928;Пековый кокс электродный;0;0;0;0;0;0;0
505;https://productcenter.ru/producers/12985/fabrika-oruzhieinik;Фабрика ОружейникЪ;Кинжал Кавказский;Шашка Атаманская;Кортик парадный малый;0;0;0;0;0;0;0
506;https://productcenter.ru/producers/12610/support-tuarieg-rf;Компания «Суппорт-Туарег.рф»;Пыльники для шестипоршневого тормозного суппорта;Пыльник 60 мм 1-поршневого переднего суппорта;Пыльники для четырёхпоршневого тормозного суппорта;0;0;0;0;0;0;0
507;https://productcenter.ru/producers/11977/konditierskaia-fabrika-diemidovskiie-zabavy;Кондитерская фабрика «Демидовские забавы»;Вафли на фруктозе;Галеты на фруктозе;Крекер со вкусами;0;0;0;0;0;0;0
508;https://productcenter.ru/producers/11042/zlatoustovskaia-oruzhieinaia-fabrika;Златоустовская оружейная фабрика;Набор походный в деревянном футляре;Подарочные наборы с сувенирными топориками;Наборы шампуров в кожаном чехле;0;0;0;0;0;0;0
509;https://productcenter.ru/producers/11000/kompaniia-uralspietsmash;Компания «Уралспецмаш»;Агрегаты для плющения зерна;Измельчители корма (кормоизмельчители);Измельчители зерна «Фермер»;0;0;0;0;0;0;0
510;https://productcenter.ru/producers/9253/proizvoditiel-avtokhimii-lavr;Производитель автохимии «LAVR»;Очиститель и кондиционер кожи;Усилитель моторного топлива «LAVR Octane Racing»;Жидкости для очистки и тестирования форсунок;0;0;0;0;0;0;0
511;https://productcenter.ru/producers/8654/ferrumformat;ТМ «FerrumFormat»;Металлические парковые урны;Индивидуальные почтовые ящики;Духовой шкаф ДШ- 0,625 Красный;Клапан приёмный мусоропровода;Многосекционные почтовые ящики «Оптима Люкс«;0;0;0;0;0
512;https://productcenter.ru/producers/8613/ooo-pfk-nierud-inviest;Компания «Неруд Инвест»;Смесь щебеночно-песчаная С-13;Щебень фракция 25-60 мм;Щебень фракция 0-10 мм;0;0;0;0;0;0;0
513;https://productcenter.ru/producers/7737/chieliabinskii-zavod-rieduktor;«Челябинский Завод Редуктор», г.Челябинск;Двухступенчатые червячные редукторы;Коническо-цилиндрические редукторы;Цилиндрические одноступенчатые редукторы;0;0;0;0;0;0;0
514;https://productcenter.ru/producers/531/atlantis;Атлантис;Стеклянные витрины;Витрины из ЛДСП;Витрины из алюминиевого профиля;0;0;0;0;0;0;0
515;https://productcenter.ru/producers/30395/obshchiestvo-s-ogranichiennoi-otvietstviennostiu-impeks;«ИмпЭкс»;Тубус картонный;Втулка картонная;0;0;0;0;0;0;0;0
516;https://productcenter.ru/producers/13747/snieklandiia;Компания «СнекЛандия»;Арахис жаренный;Гренки, Багеты;0;0;0;0;0;0;0;0
517;https://productcenter.ru/producers/7200/zlatoustovskii-chasovoi-zavod;Златоустовский часовой Завод;Водолазные механические часы;Ручные механические секундомеры;Карманные механические часы;0;0;0;0;0;0;0
518;https://productcenter.ru/producers/3770/mges;МГЭС;КСО - Камеры сборные одностороннего обслуживания;КТП. Комплектные трансформаторные подстанции;0;0;0;0;0;0;0;0
519;https://productcenter.ru/producers/318/plastep-npo;ПЛАСТЭП НПО;"Шведская стенка PLASTEP ""СИЛА-3""";Шведская стенка PLASTEP PRO-T3;0;0;0;0;0;0;0;0
520;https://productcenter.ru/producers/8/miasskii-zavod-mieditsinskogo-oborudovaniia;МИАССКИЙ ЗАВОД МЕДИЦИНСКОГО ОБОРУДОВАНИЯ, г.Миасс;"Стерильный ламинарный шкаф (бокс) 2""А"" класса безопасности";Локальная чистая зона;Консоли потолочные (для подключения медицинских газов и электропитания);Консоли настенные (для подключения медицинских газов и электропитания);"Изделия   Компании   Прайсы   Спрос   Мероприятия   Пресса   Объявления   Обзоры   Книги   Госторги   Специалисты  Установка реанимационная ""Пели";Шкаф вытяжной металлический;Стерильный ламинарный шкаф (1 класс безопасности);Комплексы чистых зон и чистых помещений для асептических производств;Комплексы чистых помещений для ЛПУ;0
521;https://productcenter.ru/producers/7461/fabrika-miebielnykh-fasadov;Компания «Фабрика Мебельных Фасадов»;Кроватные спинки МДФ;Столешницы из МДФ в ПВХ-плёнке;Радиусные фасады из МДФ;0;0;0;0;0;0;0
522;https://productcenter.ru/producers/7443/kyshtymskii-abrazivnyi-zavod;«Кыштымский абразивный завод»;Микропорошок из смеси электрокорундов;Электрокорунд нормальный модифицированный;Шлифзерно и шлифпорошок электрокорундовые;0;0;0;0;0;0;0
523;https://productcenter.ru/producers/29763/ooo-spiektr-tiekhnologii;ООО «Спектр технологий»;Светодиодный светильник SPT street/prom;0;0;0;0;0;0;0;0;0
524;https://productcenter.ru/producers/28301/ooo-ttt;ООО «Технологии Третьего Тысячелетия»;Средства для удаления минеральных отложений;Нейтральные средства для уборки;Щелочные моющие средства / Клин Дей КД;0;0;0;0;0;0;0
525;https://productcenter.ru/producers/27114/studiia-sportivnoi-odiezhdy-albica;Студия спортивной одежды ALBICA, г.Челябинск;Экипировка команд, спортивные костюмы;0;0;0;0;0;0;0;0;0
526;https://productcenter.ru/producers/26379/ntts-ovv-hv-ex;НТЦ «ОВВ» hv-Ex, г.Челябинск;Легкосбрасываемые конструкции;0;0;0;0;0;0;0;0;0
527;https://productcenter.ru/producers/25420/ten-i-k;Завод сварочного оборудования «ТЭН и К», г.Миасс;Печи для сушки электродов с загрузкой 10 кг;Печь для сушки электродов ПСПЭ;Пенал термос П-6;0;0;0;0;0;0;0
528;https://productcenter.ru/producers/25386/uralkriogaz;УралКриоГаз;Азот;0;0;0;0;0;0;0;0;0
529;https://productcenter.ru/producers/23961/akvariumnyie-rybki-panakfish;ООО «ПАНАКФИШ»;Аквариумные рыбки Гуппи дамбо такседо платиновый краснохвостый самцы;0;0;0;0;0;0;0;0;0
530;https://productcenter.ru/producers/22601/spietstransavto;ООО Торговый Дом «СпецТрансАвто», г.Миасс;ППУА 1600/100;0;0;0;0;0;0;0;0;0
531;https://productcenter.ru/producers/21213/kusinskii-zavod-piltech;Кусинский завод Pilteh;Станки;0;0;0;0;0;0;0;0;0
532;https://productcenter.ru/producers/15038/proizvoditiel-polufabrikatov-tm-sytyi-dom;Производитель полуфабрикатов ТМ «Сытый дом»;Деликатесы мясные на вес;Тесто для пельменей сдобное;Купаты для жарки фасованные;0;0;0;0;0;0;0
533;https://productcenter.ru/producers/13772/avient-siervis;Компания «Авент Сервис»;Колесо обозрения;0;0;0;0;0;0;0;0;0
534;https://productcenter.ru/producers/10790/chieliabinskii-chasovoi-zavod-molniia;Челябинский часовой завод «Молния»;Карманные механические часы;Настольные часы механические;Часы наручные мужские;0;0;0;0;0;0;0
535;https://productcenter.ru/producers/10788/ashinskii-mietallurgichieskii-zavod;«Ашинский металлургический завод»;Термосы для готовых блюд;Коптильни из нержавеющей стали;Наборы кухонные предметные;0;0;0;0;0;0;0
536;https://productcenter.ru/producers/10694/kompaniia-galvit;Компания «Галвит»;Бетономешалка передвижная БСП-400;Мукомольный комплекс «Барин»;Бетоносмеситель принудительного действия БП-375;0;0;0;0;0;0;0
537;https://productcenter.ru/producers/10441/zavod-mietallichieskikh-izdielii-uralshtamp;Завод Металлических Изделий «УралШтамп»;Лопаты совковые стальные;Штыковые лопаты стальные;Лопаты рельсовые металлические;0;0;0;0;0;0;0
538;https://productcenter.ru/producers/10304/zavod-fierrum;Завод «Феррум»;Взрывозащищенные канальные нагреватели воздуха ФЭК;Тепловые завесы общепромышленные;Кондиционеры центральные воздушные «Сахара»;0;0;0;0;0;0;0
539;https://productcenter.ru/producers/9604/pipewool;Завод теплоизоляционных материалов «PIPEWOOL»;Оболочки защитно-декоративные металлические;0;0;0;0;0;0;0;0;0
540;https://productcenter.ru/producers/9037/zavod-gdo;Завод горного и дорожного оборудования, г.Челябинск;Асфальтосмесительная установка ДС-158;Грохота промышленные инерционные;Щековые дробилки электрические;0;0;0;0;0;0;0
541;https://productcenter.ru/producers/8402/ktb-mash;Производитель птицеперерабатывающего оборудования «КТБмаш»;Пневматическое устройство обвалки бедра/голени;Пресс механической обвалки мяса птицы ПО-300;Линия разделки птицы;0;0;0;0;0;0;0
542;https://productcenter.ru/producers/8399/npo-viektor;Завод «ВЕКТОР»;Автоцистерны пищевые АЦПТ;Полуприцепы-цистерны для ГСМ;Автоцистерны для нефтяной промышленности;0;0;0;0;0;0;0
543;https://productcenter.ru/producers/8379/niva;Завод «Технобыт», г.Миасс;Дачные умывальники «Дачник»;Сушилки для овощей/фруктов;Электрические зернодробилки «НИВА»;0;0;0;0;0;0;0
544;https://productcenter.ru/producers/8098/ooo-lanstil;ООО «Ланстил», г.Челябинск;Муфты зубчатая стальная ГОСТ;0;0;0;0;0;0;0;0;0
545;https://productcenter.ru/producers/5949/td-stalnoi-kanat;Завод «Стальной канат»;Канатные стропы в ассортименте;Траверсы для автоэвакуации (складные);Стропы текстильные ленточные;0;0;0;0;0;0;0
546;https://productcenter.ru/producers/11012/proizvodstviennoie-priedpriiatiie-grifon;Производственное предприятие «Грифон»;Ножи охотничьи сувенирные;Шпаги сувенирные исторические;Наборы сувенирного оружия;0;0;0;0;0;0;0
547;https://productcenter.ru/producers/9075/kompaniia-infiniti-chieliabinsk;Компания «Инфинити-Челябинск»;Жареные семечки ТМ «ТОЛЬКО ЭТИ!»;Жареные семечки ТМ «ТЕМА»;0;0;0;0;0;0;0;0
548;https://productcenter.ru/producers/2248/ooo-standart-proiekt;"ООО ""Стандарт-Проект""";Резиновая ступень;Резиновая плитка;0;0;0;0;0;0;0;0
549;https://productcenter.ru/producers/7401/korkinskii-stieklotarnyi-zavod;Коркинский Стеклотарный завод;Стеклотара банка 1.5 л;Стеклобанка широкогорлая 1 л;Банка стеклянная 0.5 л;0;0;0;0;0;0;0
550;https://productcenter.ru/producers/3381/stroi-blok;Строй Блок;Шлакоблок;0;0;0;0;0;0;0;0;0
551;https://productcenter.ru/producers/974/ooo-zlatoustovskii-bietonnyi-zavod;"ООО ""Златоустовский Бетонный Завод""";Шлакоблок;Бетон;0;0;0;0;0;0;0;0
